id_gato,id_tutor_hash,data_coleta,sexo,idade_anos,peso_kg,energia_0a100,vacinado,castrado,pelagem,cor,temperamento,alimentacao,visitas_vet_ult_ano,gosta_caixa,score_saude_0a100
G07987,T6874180613,2025-10-06,M,9,4.6,19,True,True,curta,tigrado,carinhoso,ração úmida,2,True,64
G07988,T8239526451,2025-05-04,F,3,4.0,85,True,True,média,siamês,arisco,ração seca,2,True,86
G07989,T7115743082,2025-03-16,M,5,5.3,67,False,False,curta,cinza,brincalhão,ração seca,0,False,80
G07990,T5543123346,2025-04-25,F,8,4.9,43,True,True,curta,preto,calmo,ração seca,1,True,71
G07991,T5408418304,2025-07-25,M,10,4.3,49,True,False,longa,laranja,arisco,ração úmida,2,True,66
G07992,T8923422701,2025-10-14,F,12,5.4,44,True,True,curta,siamês,arisco,ração seca,1,False,63
G07993,T7346488407,2025-12-24,M,10,5.3,53,False,True,média,preto,calmo,mista,3,False,63
G07994,T7077750658,2025-01-18,M,11,6.3,45,True,True,curta,laranja,arisco,ração seca,1,True,65
G07995,T4350354158,2025-11-03,F,8,5.6,64,True,False,média,siamês,caçador,ração seca,3,True,71
G07996,T8807415685,2025-05-22,M,1,5.8,57,True,True,curta,laranja,caçador,ração seca,2,True,86
G07997,T9632883455,2025-10-23,F,0,3.0,73,True,True,média,tricolor,caçador,ração seca,0,True,93
G07998,T1930626709,2025-01-14,M,7,5.4,77,True,True,média,cinza,brincalhão,ração seca,2,True,77
G07999,T9813021703,2025-08-17,F,10,3.6,43,True,True,curta,laranja,caçador,ração seca,4,True,62
G08000,T4297019397,2025-12-06,M,1,5.6,75,True,True,curta,laranja,arisco,ração seca,1,True,90
G08001,T8709528556,2025-01-15,M,5,6.0,49,True,False,média,branco,brincalhão,ração seca,1,True,78
G08002,T6583219386,2025-10-16,F,3,4.9,92,False,True,curta,tigrado,arisco,ração seca,1,True,86
G08003,T6596128268,2025-02-11,F,7,4.2,59,True,False,curta,siamês,calmo,mista,0,True,77
G08004,T6957248632,2025-12-25,F,5,4.7,46,True,True,curta,tigrado,brincalhão,ração seca,2,True,76
G08005,T5267194075,2025-09-29,M,2,4.4,82,True,True,curta,tigrado,calmo,ração seca,2,True,87
G08006,T3955250845,2025-11-29,F,0,4.0,62,True,True,curta,tigrado,arisco,ração seca,2,True,88
G08007,T2257772352,2025-11-24,M,4,4.8,72,True,True,média,laranja,brincalhão,ração seca,2,True,82
G08008,T4536346524,2025-04-26,F,7,3.1,68,False,False,curta,branco,arisco,ração seca,1,False,75
G08009,T3095670564,2025-06-01,F,15,4.3,57,False,True,curta,tigrado,carinhoso,mista,1,True,57
G08010,T1903560810,2025-09-10,M,3,6.4,69,True,True,curta,siamês,arisco,mista,2,False,83
G08011,T4460539401,2025-03-05,M,6,5.0,59,False,True,curta,branco,carinhoso,ração úmida,3,True,72
G08012,T6273652366,2025-04-22,F,7,4.6,31,True,True,média,tricolor,caçador,ração úmida,2,True,70
G08013,T6494365606,2025-02-06,F,9,4.6,44,True,False,curta,tricolor,caçador,mista,3,False,66
G08014,T3182345677,2025-11-21,F,4,4.0,55,True,True,curta,preto,caçador,ração seca,1,True,81
G08015,T8660179897,2025-04-01,M,1,4.7,70,True,True,longa,preto,caçador,mista,1,True,89
G08016,T7948944022,2025-05-30,F,14,4.6,30,True,True,curta,cinza,calmo,ração úmida,1,False,57
G08017,T7478042815,2025-06-15,M,15,3.8,42,False,True,curta,siamês,caçador,ração úmida,0,True,56
G08018,T6767997711,2025-05-18,F,5,4.9,54,False,True,curta,branco,arisco,mista,1,True,77
G08019,T1266465602,2025-10-11,F,8,5.7,58,False,True,média,branco,caçador,ração seca,1,True,71
G08020,T3093766677,2025-11-30,F,0,3.2,74,True,False,média,preto,caçador,ração seca,3,True,89
G08021,T4804606308,2025-07-29,F,0,3.7,68,True,True,curta,tricolor,caçador,mista,2,True,89
G08022,T6261749507,2025-11-02,F,1,5.1,64,False,False,média,tigrado,caçador,ração seca,1,True,86
G08023,T1813966542,2025-02-10,M,10,4.8,50,True,True,longa,tricolor,arisco,mista,2,True,66
G08024,T1458644343,2025-12-19,F,3,4.5,83,True,True,média,siamês,brincalhão,mista,0,True,88
G08025,T8977625980,2025-02-12,M,2,7.8,61,True,True,longa,tricolor,caçador,ração seca,2,True,84
G08026,T8480014049,2025-01-25,M,0,5.0,76,True,True,curta,preto,arisco,ração úmida,2,True,90
G08027,T3320275687,2025-01-09,M,0,4.6,81,True,True,curta,laranja,carinhoso,ração seca,1,True,93
G08028,T4510563311,2025-03-30,M,5,5.6,61,True,True,curta,branco,brincalhão,mista,1,False,80
G08029,T6966187427,2025-11-02,M,7,5.6,34,True,True,média,tricolor,brincalhão,ração úmida,2,True,70
G08030,T6151718349,2025-04-20,F,8,4.1,58,False,True,longa,laranja,brincalhão,mista,3,True,68
G08031,T9247132175,2025-10-16,M,6,3.8,40,True,False,curta,cinza,caçador,mista,3,True,72
G08032,T6087124958,2025-06-04,M,6,5.4,40,False,True,curta,siamês,calmo,ração úmida,1,True,72
G08033,T9841300147,2025-02-07,M,10,5.8,31,True,True,curta,laranja,carinhoso,ração seca,1,True,65
G08034,T9991942574,2025-06-22,F,3,4.0,65,True,True,média,siamês,carinhoso,ração seca,1,True,84
G08035,T1626765729,2025-03-26,F,3,5.4,55,True,True,curta,branco,caçador,mista,2,True,81
G08036,T7863310827,2025-04-17,F,13,5.9,21,False,True,curta,laranja,calmo,mista,2,True,54
G08037,T1969668513,2025-07-08,F,9,5.2,54,True,True,curta,branco,caçador,ração seca,1,True,71
G08038,T7739387017,2025-10-16,F,6,4.2,58,True,False,curta,branco,carinhoso,ração seca,3,True,74
G08039,T1404195574,2025-08-03,M,3,3.3,76,True,True,média,cinza,carinhoso,ração seca,1,True,86
G08040,T9728336050,2025-03-23,F,1,3.9,63,False,False,média,laranja,calmo,ração seca,1,True,86
G08041,T3767815651,2025-09-19,M,0,3.3,74,True,True,média,cinza,brincalhão,mista,0,True,93
G08042,T2730706111,2025-09-12,M,12,3.8,51,True,True,média,tricolor,brincalhão,ração seca,6,False,57
G08043,T6351108480,2025-03-28,F,8,5.0,37,False,True,curta,cinza,calmo,mista,2,True,67
G08044,T6273652366,2025-11-07,M,0,5.4,67,True,True,média,preto,caçador,mista,1,True,91
G08045,T5573506202,2025-11-04,F,2,2.8,81,True,True,média,cinza,calmo,ração seca,2,True,87
G08046,T7478042815,2025-08-09,M,3,4.6,67,True,True,média,tricolor,caçador,ração seca,2,True,83
G08047,T9785155516,2025-04-19,F,3,4.2,65,True,True,média,preto,caçador,mista,0,True,86
G08048,T8685859385,2025-05-10,M,7,4.9,55,True,True,curta,preto,calmo,ração seca,1,True,75
G08049,T4007170364,2025-06-10,F,5,3.4,76,True,True,média,branco,calmo,mista,3,True,79
G08050,T6498887923,2025-03-10,F,13,5.8,38,False,True,curta,cinza,carinhoso,ração úmida,0,True,60
G08051,T6271941926,2025-04-22,M,10,4.4,48,True,False,curta,cinza,brincalhão,mista,4,False,63
G08052,T3207330757,2025-02-19,M,14,4.1,36,False,True,curta,siamês,caçador,ração seca,1,True,56
G08053,T7739387017,2025-02-26,F,13,3.9,19,True,True,longa,tricolor,carinhoso,ração seca,3,True,54
G08054,T4896752435,2025-09-29,M,14,5.8,42,True,True,curta,siamês,calmo,ração úmida,4,True,54
G08055,T6870318458,2025-02-16,M,17,5.3,18,False,True,longa,preto,arisco,mista,6,True,40
G08056,T5698110712,2025-06-21,F,4,3.7,49,False,True,média,preto,calmo,ração seca,1,False,78
G08057,T6258050740,2025-06-06,F,2,4.5,48,True,True,média,tigrado,caçador,ração seca,2,True,82
G08058,T6965777914,2025-01-17,M,2,5.0,51,True,True,curta,tricolor,arisco,ração seca,2,True,83
G08059,T4945476327,2025-10-31,F,8,2.9,25,True,True,curta,preto,brincalhão,ração úmida,4,True,64
G08060,T9841300147,2025-12-26,M,9,5.6,37,True,True,curta,preto,arisco,ração seca,0,True,70
G08061,T3235657634,2025-08-22,F,1,4.9,67,True,True,curta,branco,caçador,ração úmida,0,True,90
G08062,T2987181290,2025-09-03,M,12,5.4,54,True,True,longa,siamês,calmo,ração úmida,1,True,65
G08063,T1957775786,2025-03-26,M,11,5.2,45,False,True,curta,cinza,arisco,ração seca,2,False,62
G08064,T4449878404,2025-11-05,M,8,6.5,56,True,True,média,cinza,carinhoso,ração seca,4,False,68
G08065,T8439503361,2025-10-14,F,5,3.9,76,True,True,curta,preto,caçador,ração seca,5,True,76
G08066,T2759378586,2025-06-09,M,2,4.6,35,True,False,curta,siamês,calmo,ração seca,1,True,82
G08067,T3578016041,2025-09-15,F,6,4.7,63,True,True,média,tigrado,carinhoso,mista,1,True,78
G08068,T2072957735,2025-12-15,M,2,4.8,73,True,True,média,branco,calmo,mista,2,False,86
G08069,T8407968605,2025-08-09,F,8,4.4,62,True,True,média,siamês,carinhoso,mista,0,True,75
G08070,T4832938777,2025-03-14,M,4,4.9,42,True,True,longa,tricolor,caçador,ração úmida,2,True,77
G08071,T5786974822,2025-05-01,F,3,5.3,60,True,True,curta,branco,calmo,ração úmida,1,True,84
G08072,T5379924977,2025-03-09,F,5,4.9,50,True,False,curta,preto,calmo,mista,2,True,76
G08073,T6965777914,2025-05-02,M,8,5.1,37,True,True,média,branco,caçador,ração seca,3,False,67
G08074,T8364770818,2025-11-21,M,4,4.3,92,True,True,curta,tigrado,caçador,ração seca,2,True,85
G08075,T5146926447,2025-03-11,F,16,4.3,23,True,True,longa,laranja,arisco,ração seca,0,True,53
G08076,T3928084574,2025-11-22,M,0,5.3,86,True,True,curta,tricolor,carinhoso,mista,1,True,93
G08077,T8875968519,2025-04-15,F,14,3.7,44,False,True,curta,branco,calmo,mista,2,True,56
G08078,T5314326077,2025-07-02,F,0,5.7,58,True,False,curta,laranja,arisco,ração úmida,0,True,91
G08079,T8218538082,2025-07-12,M,2,4.7,63,False,True,longa,cinza,calmo,ração seca,3,True,81
G08080,T7404022374,2025-02-15,M,18,4.5,25,True,True,curta,siamês,carinhoso,ração seca,4,True,44
G08081,T2487801910,2025-03-09,M,10,5.4,52,True,True,média,tigrado,calmo,ração úmida,2,True,67
G08082,T3167452522,2025-04-22,F,9,4.1,54,True,True,curta,siamês,arisco,mista,3,True,68
G08083,T3858720709,2025-01-22,F,10,4.4,68,True,False,média,tricolor,arisco,mista,6,True,63
G08084,T1757038011,2025-10-03,F,5,3.3,72,True,True,curta,cinza,brincalhão,ração úmida,1,True,81
G08085,T5472249365,2025-07-19,F,11,4.6,52,False,True,curta,laranja,caçador,ração seca,2,True,63
G08086,T6689822501,2025-11-05,F,2,2.7,81,True,True,média,siamês,arisco,ração seca,1,True,89
G08087,T6871897508,2025-11-12,M,11,5.0,60,False,True,curta,cinza,caçador,ração seca,2,True,64
G08088,T6102440157,2025-05-07,M,15,4.9,26,False,True,curta,cinza,caçador,ração seca,1,True,52
G08089,T4311139061,2025-10-26,M,13,5.1,20,False,True,curta,cinza,calmo,mista,0,False,57
G08090,T2451286565,2025-01-23,M,10,4.8,40,True,True,média,tricolor,arisco,ração seca,1,True,66
G08091,T1892412735,2025-06-06,M,9,5.3,33,True,True,curta,laranja,calmo,mista,2,True,66
G08092,T5644790211,2025-08-31,F,7,5.1,44,False,True,média,siamês,carinhoso,ração seca,0,True,73
G08093,T6084555503,2025-06-20,M,5,5.2,62,False,True,curta,branco,carinhoso,ração seca,1,True,78
G08094,T2212228224,2025-09-27,M,13,6.3,32,True,True,média,tigrado,calmo,mista,2,False,58
G08095,T2293467953,2025-11-10,F,9,4.3,58,True,True,curta,tricolor,caçador,ração seca,1,True,71
G08096,T2210969875,2025-06-04,F,5,4.6,65,True,True,curta,branco,brincalhão,ração seca,3,True,77
G08097,T8428595600,2025-04-11,F,11,5.0,49,True,True,curta,cinza,brincalhão,ração úmida,4,True,61
G08098,T5794500484,2025-08-01,M,0,5.4,60,True,True,média,preto,arisco,ração seca,0,True,91
G08099,T6899659645,2025-11-13,M,12,4.9,31,False,True,média,branco,calmo,mista,2,True,58
G08100,T8709528556,2025-12-27,M,12,6.0,18,True,True,curta,branco,calmo,ração úmida,2,True,58
G08101,T2487801910,2025-10-25,M,3,4.2,73,True,True,média,branco,caçador,ração seca,2,True,84
G08102,T3115874051,2025-03-31,M,0,4.2,98,True,True,curta,branco,carinhoso,ração seca,2,True,94
G08103,T7266883375,2025-03-16,F,10,4.4,49,True,True,média,branco,brincalhão,ração úmida,0,True,69
G08104,T2694897773,2025-07-29,F,2,4.5,73,True,False,longa,tigrado,calmo,mista,1,True,87
G08105,T8618306824,2025-05-27,M,18,4.7,18,True,True,curta,laranja,calmo,ração seca,6,True,40
G08106,T1996228666,2025-08-12,M,0,3.9,72,True,True,curta,tricolor,caçador,ração seca,0,True,93
G08107,T3473425456,2025-12-04,F,3,3.8,82,True,True,longa,branco,brincalhão,mista,1,False,87
G08108,T9195744044,2025-07-20,F,0,4.0,76,True,True,média,preto,carinhoso,ração seca,0,True,93
G08109,T1125426589,2025-05-10,F,11,4.1,52,False,True,curta,tricolor,arisco,ração seca,1,True,64
G08110,T3045148496,2025-11-14,F,7,4.7,71,True,True,curta,siamês,brincalhão,ração seca,0,True,79
G08111,T6546780729,2025-06-10,F,12,4.6,55,False,True,curta,tricolor,calmo,mista,3,True,60
G08112,T2947201257,2025-08-09,F,16,5.3,31,False,True,longa,preto,caçador,ração seca,3,True,48
G08113,T3594952935,2025-02-19,M,8,5.2,54,True,True,curta,tricolor,arisco,ração seca,3,True,70
G08114,T8995289077,2025-07-05,F,3,5.4,62,True,True,curta,tigrado,caçador,ração seca,2,True,82
G08115,T2004403314,2025-06-05,F,1,4.2,78,True,False,curta,tricolor,carinhoso,ração seca,0,True,92
G08116,T4002739824,2025-02-14,M,13,4.6,34,False,True,média,tigrado,arisco,mista,1,True,58
G08117,T8456922323,2025-03-19,F,3,4.1,71,True,True,curta,siamês,caçador,ração seca,1,True,85
G08118,T1953076633,2025-09-14,M,13,5.5,51,True,True,curta,tricolor,caçador,mista,4,True,58
G08119,T2987181290,2025-03-07,F,13,4.2,18,True,True,curta,tigrado,brincalhão,mista,4,True,53
G08120,T6084555503,2025-02-18,M,8,6.2,30,False,True,curta,preto,calmo,mista,0,True,68
G08121,T3502679912,2025-01-22,F,8,4.3,52,True,True,média,branco,brincalhão,ração seca,0,True,74
G08122,T7348657289,2025-01-10,M,15,5.0,41,True,True,curta,laranja,carinhoso,ração seca,2,False,55
G08123,T1497433685,2025-06-08,F,10,4.8,50,True,True,curta,tigrado,carinhoso,ração seca,1,True,68
G08124,T4307606291,2025-06-28,F,9,4.0,35,True,False,média,preto,caçador,ração seca,1,True,68
G08125,T3832746567,2025-08-16,M,5,5.6,72,True,False,curta,cinza,caçador,ração seca,0,True,83
G08126,T8541821967,2025-07-28,M,6,5.6,81,True,True,curta,laranja,brincalhão,ração úmida,2,True,79
G08127,T7875310510,2025-07-15,F,5,4.4,51,True,True,curta,siamês,carinhoso,mista,3,True,75
G08128,T2489389818,2025-12-31,F,15,5.3,24,True,True,curta,laranja,carinhoso,mista,2,False,53
G08129,T8182876922,2025-04-02,F,8,4.2,53,False,True,curta,tigrado,caçador,mista,0,True,72
G08130,T7948975591,2025-09-17,M,11,4.3,43,True,True,longa,preto,arisco,ração seca,2,True,63
G08131,T8274263248,2025-01-30,F,0,3.8,89,True,False,curta,tricolor,carinhoso,ração seca,1,True,94
G08132,T5942299452,2025-11-06,F,12,4.5,45,True,True,média,cinza,carinhoso,ração úmida,2,True,62
G08133,T4531321836,2025-05-13,F,5,2.9,58,True,True,curta,branco,brincalhão,mista,1,False,79
G08134,T2799173822,2025-05-07,M,10,4.6,40,True,False,curta,laranja,calmo,ração seca,0,True,68
G08135,T2062053119,2025-02-19,M,0,3.7,57,False,False,média,branco,arisco,ração seca,2,True,86
G08136,T8212504904,2025-07-05,F,13,4.1,55,True,True,média,tricolor,carinhoso,ração úmida,0,True,64
G08137,T8490338212,2025-05-26,M,9,6.2,57,False,True,curta,preto,brincalhão,ração seca,1,True,69
G08138,T5447274818,2025-12-22,M,6,5.4,57,False,False,curta,tigrado,carinhoso,mista,3,True,72
G08139,T9460171097,2025-03-06,F,3,4.9,68,True,True,curta,branco,arisco,mista,1,True,85
G08140,T6991162624,2025-06-02,M,4,5.2,63,False,True,curta,tigrado,brincalhão,ração úmida,2,True,78
G08141,T2114827973,2025-11-25,F,3,5.0,45,True,True,curta,tricolor,carinhoso,ração seca,0,False,83
G08142,T1867518659,2025-10-22,F,1,4.1,55,True,True,curta,tricolor,calmo,mista,1,False,87
G08143,T2907591499,2025-10-07,F,6,5.5,56,True,True,curta,siamês,brincalhão,ração seca,2,True,75
G08144,T3858720709,2025-07-11,F,6,3.6,56,True,False,curta,siamês,brincalhão,mista,2,True,75
G08145,T3884420455,2025-11-15,F,5,4.3,61,True,True,longa,branco,caçador,ração seca,3,True,77
G08146,T4007001402,2025-03-23,F,9,3.9,70,False,True,média,cinza,carinhoso,ração seca,2,True,70
G08147,T7706693154,2025-10-23,F,5,5.2,58,True,False,curta,siamês,arisco,ração seca,1,False,79
G08148,T1066260427,2025-07-31,F,1,4.4,63,False,True,longa,laranja,calmo,ração seca,1,True,86
G08149,T7283087055,2025-05-08,F,12,5.7,42,True,True,média,preto,carinhoso,mista,3,True,60
G08150,T9041019757,2025-03-21,M,5,4.0,44,False,True,média,siamês,arisco,ração seca,1,True,75
G08151,T8266884453,2025-07-10,M,9,4.8,52,True,True,curta,tigrado,brincalhão,ração seca,0,True,72
G08152,T5669725243,2025-01-02,M,15,4.2,24,True,True,média,cinza,arisco,mista,5,False,48
G08153,T1864857096,2025-09-18,F,11,5.0,47,False,True,curta,preto,brincalhão,ração seca,1,True,64
G08154,T3182345677,2025-03-28,F,7,4.2,53,True,True,curta,tigrado,carinhoso,ração seca,1,True,74
G08155,T4415176717,2025-05-23,F,7,5.0,54,False,True,média,branco,arisco,ração seca,2,True,71
G08156,T8911619016,2025-03-12,F,12,4.9,49,True,True,longa,siamês,carinhoso,ração seca,3,False,61
G08157,T2185793496,2025-06-19,F,12,3.3,50,True,False,curta,laranja,carinhoso,ração seca,1,True,64
G08158,T1720443552,2025-05-16,F,2,3.0,94,True,False,curta,branco,brincalhão,mista,4,True,86
G08159,T3843361466,2025-03-10,M,8,5.2,61,True,True,média,branco,arisco,mista,2,True,72
G08160,T8208674682,2025-11-21,F,13,5.2,36,False,False,longa,branco,caçador,ração seca,2,False,56
G08161,T3813129541,2025-10-05,M,11,3.8,37,True,True,curta,laranja,calmo,ração seca,1,True,64
G08162,T5658953691,2025-05-22,F,1,4.0,76,True,False,curta,laranja,brincalhão,ração seca,2,True,88
G08163,T5794500484,2025-01-22,F,5,3.6,79,True,True,média,tigrado,brincalhão,mista,2,True,81
G08164,T6258050740,2025-11-05,M,7,4.3,66,False,True,curta,tricolor,carinhoso,ração seca,5,True,68
G08165,T6151874626,2025-09-12,F,3,3.8,58,True,True,curta,siamês,carinhoso,ração seca,2,True,82
G08166,T3398169857,2025-07-22,F,9,4.7,55,True,True,curta,laranja,caçador,mista,3,True,68
G08167,T6278006557,2025-08-09,F,6,3.9,61,True,True,curta,tigrado,arisco,ração úmida,1,False,78
G08168,T9746437834,2025-01-03,F,3,2.8,79,True,True,longa,preto,caçador,ração seca,1,False,86
G08169,T8198833696,2025-06-22,M,4,5.0,67,True,True,média,tigrado,brincalhão,ração seca,1,True,83
G08170,T6503892453,2025-03-10,F,13,4.6,42,False,True,curta,laranja,carinhoso,ração seca,3,True,56
G08171,T6545491300,2025-08-26,M,13,4.8,24,False,True,curta,tricolor,brincalhão,ração seca,1,True,56
G08172,T2869455280,2025-12-06,M,12,5.2,51,False,True,curta,cinza,carinhoso,ração seca,1,False,62
G08173,T1260995528,2025-07-13,F,14,4.6,19,True,True,curta,branco,arisco,mista,3,True,52
G08174,T1898762294,2025-08-09,F,15,4.9,34,True,True,curta,cinza,arisco,ração seca,3,True,53
G08175,T5215749771,2025-09-01,F,6,4.2,52,True,False,curta,siamês,arisco,ração úmida,2,True,75
G08176,T4565498500,2025-12-06,M,1,4.8,65,False,False,curta,preto,brincalhão,mista,1,True,86
G08177,T1855861734,2025-01-14,F,11,4.7,51,False,True,curta,tigrado,calmo,ração seca,5,True,58
G08178,T4081261899,2025-04-24,F,8,5.1,53,True,False,curta,siamês,carinhoso,ração seca,2,True,71
G08179,T9123878295,2025-04-08,F,5,5.5,32,True,True,média,branco,carinhoso,ração seca,3,True,72
G08180,T9514243565,2025-09-19,M,16,5.4,28,False,True,curta,tricolor,caçador,ração seca,1,True,51
G08181,T3320275687,2025-06-13,M,4,4.4,59,True,False,média,laranja,brincalhão,ração seca,2,True,80
G08182,T6453326598,2025-10-09,F,14,3.8,51,True,True,curta,preto,caçador,ração seca,3,True,57
G08183,T1208260851,2025-06-22,F,8,5.0,38,True,True,curta,laranja,arisco,mista,4,True,66
G08184,T8082319397,2025-12-23,M,0,4.0,98,True,False,média,cinza,arisco,ração úmida,1,True,95
G08185,T1281551616,2025-10-07,F,13,6.5,49,True,False,curta,preto,arisco,ração seca,2,False,60
G08186,T7704923732,2025-01-07,F,11,6.7,41,False,True,curta,preto,carinhoso,ração seca,4,True,58
G08187,T4394853845,2025-12-27,M,9,5.1,45,True,True,média,cinza,brincalhão,mista,2,False,68
G08188,T5096060581,2025-12-14,F,8,3.4,45,True,True,longa,laranja,carinhoso,ração seca,2,True,70
G08189,T6490544345,2025-01-16,F,2,4.6,73,False,True,curta,branco,brincalhão,ração seca,2,True,84
G08190,T4277728159,2025-05-23,M,2,6.2,60,True,True,curta,branco,carinhoso,ração seca,2,False,84
G08191,T4636309516,2025-12-21,M,0,3.7,74,True,True,média,tigrado,arisco,mista,1,False,92
G08192,T7501234155,2025-11-02,M,2,6.1,56,True,False,curta,preto,caçador,ração úmida,0,True,86
G08193,T9813021703,2025-06-20,F,4,3.0,72,True,True,longa,siamês,brincalhão,ração seca,1,True,83
G08194,T9633991128,2025-07-18,M,7,4.1,57,True,True,média,tricolor,brincalhão,ração seca,2,False,74
G08195,T1903560810,2025-01-11,M,1,4.9,67,True,True,curta,siamês,calmo,mista,1,True,89
G08196,T2861321747,2025-07-26,M,7,5.8,52,False,True,curta,cinza,brincalhão,ração seca,5,True,66
G08197,T7917827427,2025-09-01,F,3,4.2,58,True,True,curta,preto,calmo,ração seca,3,True,80
G08198,T4565498500,2025-05-12,F,3,4.5,70,True,True,média,tricolor,calmo,mista,1,True,85
G08199,T9460171097,2025-04-22,F,15,5.6,18,True,True,curta,siamês,carinhoso,ração seca,2,False,52
G08200,T3129961266,2025-10-30,F,18,5.7,35,False,True,curta,cinza,arisco,ração seca,3,True,45
G08201,T3502198959,2025-06-13,F,12,4.4,43,False,False,curta,preto,arisco,ração seca,2,False,59
G08202,T8087174871,2025-04-07,F,0,3.4,70,True,True,curta,tricolor,arisco,ração seca,0,True,92
G08203,T1132145592,2025-05-17,F,10,5.4,54,False,False,longa,tricolor,arisco,ração seca,3,True,64
G08204,T8618306824,2025-06-29,M,2,5.1,74,True,True,curta,preto,carinhoso,ração seca,1,True,88
G08205,T2688343137,2025-04-05,M,7,5.5,43,True,True,média,laranja,calmo,mista,3,True,70
G08206,T3652796738,2025-07-24,M,13,5.0,54,False,True,média,laranja,calmo,ração seca,5,True,55
G08207,T6430820088,2025-11-11,F,5,4.8,31,True,True,média,preto,arisco,mista,3,True,72
G08208,T6261749507,2025-09-29,F,15,4.1,46,True,True,curta,siamês,calmo,ração úmida,0,False,59
G08209,T3893796923,2025-03-26,M,10,5.5,45,True,True,curta,branco,caçador,ração seca,0,True,69
G08210,T9994797183,2025-06-22,M,3,4.9,78,True,True,curta,cinza,carinhoso,ração seca,1,True,86
G08211,T9085298926,2025-07-18,F,1,4.2,89,False,False,média,cinza,caçador,ração seca,1,True,90
G08212,T1313545152,2025-09-06,F,12,5.4,36,True,True,longa,branco,calmo,mista,0,True,63
G08213,T9861845802,2025-10-04,F,6,3.7,54,False,True,curta,tricolor,arisco,ração seca,2,False,73
G08214,T5573506202,2025-06-27,M,1,5.1,76,True,True,curta,tigrado,caçador,ração seca,1,True,90
G08215,T9991942574,2025-04-25,F,1,4.1,59,True,True,curta,siamês,calmo,mista,3,False,84
G08216,T8708932212,2025-08-29,M,16,4.9,26,False,True,longa,cinza,caçador,ração seca,1,True,50
G08217,T2142189779,2025-02-15,F,3,3.3,62,True,True,curta,cinza,caçador,ração seca,5,True,78
G08218,T1825489052,2025-09-04,F,16,6.2,16,True,True,média,preto,brincalhão,ração seca,2,True,49
G08219,T6396340973,2025-11-24,F,9,4.6,44,True,True,média,laranja,arisco,mista,3,True,66
G08220,T5782724304,2025-09-16,M,3,4.6,76,False,True,curta,preto,arisco,ração seca,4,True,79
G08221,T8444560820,2025-06-08,F,5,3.5,69,True,True,curta,cinza,calmo,mista,0,True,82
G08222,T2293467953,2025-10-28,M,11,6.1,42,True,False,média,tricolor,calmo,ração seca,3,True,62
G08223,T3042184141,2025-07-14,M,5,5.7,62,True,True,curta,preto,carinhoso,ração seca,0,True,81
G08224,T4256313494,2025-07-17,F,1,4.6,69,True,True,curta,tricolor,calmo,ração seca,0,True,90
G08225,T9576302216,2025-11-08,M,3,4.8,45,True,False,curta,branco,calmo,ração seca,0,True,83
G08226,T9931380076,2025-03-12,F,13,5.4,26,True,True,longa,preto,brincalhão,ração seca,1,False,58
G08227,T9314049844,2025-10-12,M,9,4.7,61,True,True,curta,tigrado,brincalhão,mista,2,True,70
G08228,T5969664357,2025-09-06,M,6,5.2,73,True,False,média,siamês,calmo,mista,0,True,81
G08229,T7852893068,2025-07-13,M,3,4.8,56,False,True,curta,preto,brincalhão,ração úmida,0,True,82
G08230,T7969023110,2025-01-29,F,6,4.6,72,True,True,curta,preto,caçador,mista,4,True,75
G08231,T1096548804,2025-10-07,M,11,4.1,30,False,True,curta,branco,brincalhão,ração seca,1,True,61
G08232,T6881858431,2025-03-21,F,1,5.4,66,True,True,curta,branco,caçador,ração seca,1,True,88
G08233,T9816136125,2025-11-23,F,18,6.0,23,True,True,curta,cinza,arisco,ração seca,4,True,43
G08234,T1096548804,2025-10-17,F,13,4.0,35,True,True,curta,tricolor,carinhoso,ração úmida,5,False,54
G08235,T5267194075,2025-05-13,F,4,4.7,55,True,True,curta,laranja,arisco,mista,1,False,81
G08236,T9897435086,2025-06-08,F,13,3.8,40,False,True,curta,laranja,arisco,ração seca,1,True,58
G08237,T7346488407,2025-01-10,M,9,5.3,59,True,True,média,tricolor,calmo,ração úmida,0,True,73
G08238,T6823646183,2025-07-01,F,9,3.1,32,False,True,curta,cinza,arisco,mista,0,True,67
G08239,T7147440579,2025-01-22,M,2,4.5,71,True,False,média,siamês,carinhoso,ração seca,2,True,86
G08240,T1110724172,2025-12-27,M,14,5.1,47,True,True,curta,preto,carinhoso,ração seca,3,True,57
G08241,T5405518058,2025-08-22,F,5,5.2,56,True,False,curta,preto,caçador,ração seca,1,True,79
G08242,T9041019757,2025-03-27,M,11,6.5,38,True,True,curta,tricolor,calmo,ração seca,3,True,61
G08243,T9728336050,2025-10-21,F,3,5.4,56,True,True,curta,tricolor,arisco,ração úmida,3,True,80
G08244,T6494365606,2025-01-08,F,4,5.1,88,False,True,curta,branco,caçador,ração úmida,2,False,82
G08245,T4628261837,2025-07-20,F,16,4.9,48,True,True,curta,laranja,carinhoso,mista,3,True,53
G08246,T5281344336,2025-02-10,M,6,5.3,55,False,True,média,siamês,brincalhão,ração seca,1,True,75
G08247,T4749486697,2025-01-20,M,0,4.9,89,True,True,longa,preto,carinhoso,mista,0,True,95
G08248,T3997847449,2025-03-31,M,12,4.6,35,True,True,curta,preto,arisco,ração seca,2,True,60
